iter	PRAUC	Logloss
884	0.9667944194	0.2414683554
885	0.9668077061	0.2414369564
886	0.9668668972	0.2412965919
887	0.9668875805	0.2412421375
888	0.9668888415	0.2412395492
889	0.9669354898	0.2411177075
890	0.9669895692	0.2410094634
891	0.9670241767	0.2409640653
892	0.9670664357	0.2408703188
893	0.9670868762	0.2408064951
894	0.967106877	0.2407539522
895	0.9671377854	0.2406716917
896	0.967169143	0.2406097021
897	0.9671961509	0.2405365346
898	0.9672332585	0.2404447498
899	0.9672940684	0.240267898
900	0.9673210607	0.2401870998
901	0.9673516039	0.2400872646
902	0.9674080358	0.2398844045
903	0.9675036516	0.2396625966
904	0.9675103831	0.2396471424
905	0.9675709049	0.2394680239
906	0.9676501466	0.2392755335
907	0.9676846864	0.2391504057
908	0.9677311545	0.2390396766
909	0.9677451333	0.2390105136
910	0.9677690769	0.2389371803
911	0.9677934805	0.2388887199
912	0.9678154874	0.238849595
913	0.9678253426	0.2388197309
914	0.9678309179	0.2387770686
915	0.9678333209	0.2387716075
916	0.9678792275	0.2386990185
917	0.9679665637	0.2385234411
918	0.9679894304	0.2384417415
919	0.9680964059	0.2382611246
920	0.9681554672	0.2381300182
921	0.9682081435	0.2379383684
922	0.9682578495	0.2378331991
923	0.9683197806	0.2376557984
924	0.9683785584	0.2375494461
925	0.968429613	0.2374073526
926	0.968466728	0.237238346
927	0.9684903034	0.2371789227
928	0.9685373382	0.2370819823
929	0.968609594	0.2368459841
930	0.9686639029	0.2367269325
931	0.9687082124	0.2366025133
932	0.9687340595	0.2365347698
933	0.9687509593	0.2364789019
934	0.9687995084	0.2363870016
935	0.9688338798	0.2362962491
936	0.9688719427	0.2361277055
937	0.968912291	0.2360006233
938	0.9689535352	0.2358548639
939	0.968997892	0.2357554267
940	0.9690138582	0.2357213634
941	0.9690839495	0.2355639964
942	0.9690974081	0.2355114052
943	0.9690979831	0.2355089445
944	0.9691664325	0.2353131793
945	0.969204868	0.2352120596
946	0.9692261127	0.2351368445
947	0.9693780975	0.234780444
948	0.9694188555	0.2346617973
949	0.9694531784	0.234525581
950	0.9694698225	0.2344797479
951	0.9694958908	0.2343433518
952	0.9695104566	0.2343158064
953	0.9695346102	0.2342374079
954	0.9695909837	0.2340868339
955	0.9696483076	0.233940265
956	0.9696771402	0.2338757713
957	0.9697089532	0.2338133937
958	0.9697627714	0.2336288121
959	0.9698633973	0.233403316
960	0.9699065631	0.2332453137
961	0.9699253204	0.2331931598
962	0.9700061213	0.2329634475
963	0.9700561996	0.2327845179
964	0.970095538	0.2326355757
965	0.9701076668	0.2325903116
966	0.9701321662	0.2324991389
967	0.9701750054	0.2323597321
968	0.9701993247	0.2322323307
969	0.9702493437	0.2320875883
970	0.9702662833	0.2320443669
971	0.9703200456	0.2318984773
972	0.9703233794	0.2318304674
973	0.970339315	0.2317838262
974	0.9703857656	0.2316980438
975	0.9704209674	0.2315646035
976	0.9704608643	0.231455025
977	0.970519608	0.2313009207
978	0.9705852298	0.2311721923
979	0.970622591	0.2309395177
980	0.9707222059	0.2307206667
981	0.970791135	0.230497093
982	0.9708222039	0.230391132
983	0.9708793679	0.2301992117
984	0.9709187449	0.2300073426
985	0.9709336534	0.2299565552
986	0.970976538	0.2297936408
987	0.970978006	0.229784477
988	0.9710458432	0.2295862477
989	0.9710492396	0.229575949
990	0.9710916372	0.2294736337
991	0.9711380945	0.2293853597
992	0.9711758312	0.2292365069
993	0.9712025971	0.2291395721
994	0.9712421193	0.2290438475
995	0.9712637997	0.2289723428
996	0.9713130095	0.2288295202
997	0.9713315362	0.228792728
998	0.9713648626	0.2286948149
999	0.9714040772	0.2285519798
